Item,Rev,"MACHINE
MMMN","SYSTEM
SSS",N,"EQUIP
EEE",N,"DEVICE
DDD",N,m,N,"Instrument
Tag","Instrument
Type","System
[Machine System]","Machine Location
[Location 1]","Description Line 1
[Location 2]","Description Line 2
[Function]","Description Line 3
[Instrument Type]",DESCRIPTION,Junction Boxes,Destination Panel,I/O TYPE,Scope of Supply,Manufacturer,Model,FIELD,"EXTENSION
BOX",BRACKET,SUPPLY: PCL PACKAGE #,INSTALL: PCL PACKAGE #,Typical Instrument,DRAWINGS,,,,COMMENT 2024-06-26,"BLOCK DIAGRAM CHK
2024-06-26",INSTRUMENT LAYOUT INSERTED,,Cross check with customer spec (Preferred Model) GK 2024-11-15,,,External Docs,,Vendor Drawing Info
576,F,SL3,SP,1,HPU,1,,,HE,1,SL3-SP1-HPU1-HE1,Heater ,Shiploader 3,Coal Spout,HPU 1,,Heater,Shiploader 3 Coal Spout HPU 1 Heater,,SL3-BH-RCP1,DO,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,Janox,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,Coal Spout,Valve Cabinet,(Located On Coal Spout),,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,F,SL3,SP,1,HPU,1,,,PIT,1,SL3-SP1-HPU1-PIT1,Pressure Transmitter with Local Indicator ,Shiploader 3,Coal Spout,Chute Pressure,Oil,Pressure Transmitter,Shiploader 3 Coal Spout Chute Pressure Oil Pressure Transmitter,,SL3-SP1-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
580,F,SL3,SP,1,HPU,1,,,SV,5A,SL3-SP1-HPU1-SV5A,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,Left Safety Cylinder,,Solenoid Valve,Shiploader 3 Coal Spout Left Safety Cylinder Solenoid Valve,,SL3-SP1-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
581,F,SL3,SP,1,HPU,1,,,SV,5B,SL3-SP1-HPU1-SV5B,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,Right Safety Cylinder,,Solenoid Valve,Shiploader 3 Coal Spout Right Safety Cylinder Solenoid Valve,,SL3-SP1-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
582,F,SL3,SP,1,HPU,1,,,SV,6A,SL3-SP1-HPU1-SV6A,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,Leveling Cylinder,Extend,Solenoid Valve,Shiploader 3 Coal Spout Leveling Cylinder Extend Solenoid Valve,,SL3-SP1-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
583,F,SL3,SP,1,HPU,1,,,SV,6B,SL3-SP1-HPU1-SV6B,"Solenoid Valve, Control Valve ",Shiploader 3,Coal Spout,Leveling Cylinder,Retract,Solenoid Valve,Shiploader 3 Coal Spout Leveling Cylinder Retract Solenoid Valve,,SL3-SP1-RCP1,DO,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,Coal Spout,Cylinders,(Located On Coal Spout),,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,F,SL3,SP,1,HPU,1,,,PT,2,SL3-SP1-HPU1-PT2,Pressure Transmitter,Shiploader 3,Coal Spout,Leveling Cylinder,Blind End,Pressure Transmitter,Shiploader 3 Coal Spout Leveling Cylinder Blind End Pressure Transmitter,,SL3-SP1-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
587,F,SL3,SP,1,HPU,1,,,PT,3,SL3-SP1-HPU1-PT3,Pressure Transmitter,Shiploader 3,Coal Spout,Leveling Cylinder,Rod End,Pressure Transmitter,Shiploader 3 Coal Spout Leveling Cylinder Rod End Pressure Transmitter,,SL3-SP1-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
588,F,SL3,SP,1,HPU,1,,,PT,4,SL3-SP1-HPU1-PT4,Pressure Transmitter,Shiploader 3,Coal Spout,Left Safety Cylinder,,Pressure Transmitter,Shiploader 3 Coal Spout Left Safety Cylinder Pressure Transmitter,,SL3-SP1-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
589,F,SL3,SP,1,HPU,1,,,PT,5,SL3-SP1-HPU1-PT5,Pressure Transmitter,Shiploader 3,Coal Spout,Right Safety Cylinder,,Pressure Transmitter,Shiploader 3 Coal Spout Right Safety Cylinder Pressure Transmitter,,SL3-SP1-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,Coal Spout,Cylinders,(Located On Boom End),,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,F,SL3,SP,1,HPU,1,,,PT,6,SL3-SP1-HPU1-PT6,Pressure Transmitter,Shiploader 3,Coal Spout,Left Lift ArmCylinder,Rod End,Pressure Transmitter,Shiploader 3 Coal Spout Left Lift ArmCylinder Rod End Pressure Transmitter,,SL3-BC-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
593,F,SL3,SP,1,HPU,1,,,PT,7,SL3-SP1-HPU1-PT7,Pressure Transmitter,Shiploader 3,Coal Spout,Left Lift ArmCylinder,Blind End,Pressure Transmitter,Shiploader 3 Coal Spout Left Lift ArmCylinder Blind End Pressure Transmitter,,SL3-BC-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
594,F,SL3,SP,1,HPU,1,,,PT,8,SL3-SP1-HPU1-PT8,Pressure Transmitter,Shiploader 3,Coal Spout,Right Lift Arm Cylinder,Rod End,Pressure Transmitter,Shiploader 3 Coal Spout Right Lift Arm Cylinder Rod End Pressure Transmitter,,SL3-BC-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
595,F,SL3,SP,1,HPU,1,,,PT,9,SL3-SP1-HPU1-PT9,Pressure Transmitter,Shiploader 3,Coal Spout,Right Lift Arm Cylinder,Blind End,Pressure Transmitter,Shiploader 3 Coal Spout Right Lift Arm Cylinder Blind End Pressure Transmitter,,SL3-BC-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
596,F,SL3,SP,1,HPU,1,,,ZT,1,SL3-SP1-HPU1-ZT1,"Position Transmitter, Encoder ",Shiploader 3,Coal Spout,Left Lift ArmCylinder,,Temposonic,Shiploader 3 Coal Spout Left Lift ArmCylinder Temposonic,,SL3-BC-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
597,F,SL3,SP,1,HPU,1,,,ZT,2,SL3-SP1-HPU1-ZT2,"Position Transmitter, Encoder ",Shiploader 3,Coal Spout,Right Lift Arm Cylinder,,Temposonic,Shiploader 3 Coal Spout Right Lift Arm Cylinder Temposonic,,SL3-BC-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
598,F,SL3,SP,1,HPU,1,,,ZT,3,SL3-SP1-HPU1-ZT3,"Position Transmitter, Encoder ",Shiploader 3,Coal Spout,Left Clamp Cylinder,,Temposonic,Shiploader 3 Coal Spout Left Clamp Cylinder Temposonic,,SL3-BC-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
599,F,SL3,SP,1,HPU,1,,,ZT,4,SL3-SP1-HPU1-ZT4,"Position Transmitter, Encoder ",Shiploader 3,Coal Spout,Right Lift Arm Cylinder,,Temposonic,Shiploader 3 Coal Spout Right Lift Arm Cylinder Temposonic,,SL3-BC-RCP1,AI,VENDOR,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
600,F,SL3,SP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09 > 10 > 50 > 20 Hydraulic Janox 22 Oct 2024,,
601,,,,,,,,,,,,,,Potash Spout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,D,SL3,SP,2,,,M,1,HE,1,SL3-SP2-M1-HE1,Heater ,Shiploader 3,Potash Spout,Hoist Motor 1,,Space Heater,Shiploader 3 Potash Spout Hoist Motor 1 Space Heater,,SL3-SP2-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,,,,
603,D,SL3,SP,2,,,M,1,TE,1,SL3-SP2-M1-TE1,Temperature Element,Shiploader 3,Potash Spout,Hoist Motor 1,,PTC Thermistor,Shiploader 3 Potash Spout Hoist Motor 1 PTC Thermistor,,,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,,,,
604,D,SL3,SP,2,,,BK,1,,1,SL3-SP2-BK1,,Shiploader 3,Potash Spout,Hoist Motor 1,Brake,,Shiploader 3 Potash Spout Hoist Motor 1 Brake,,SL3-SP2-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,,,,
605,D,SL3,SP,2,,,BK,1,ZPX,1,SL3-SP2-BK1-ZPX1,Proximity Switch ,Shiploader 3,Potash Spout,Hoist Motor 1,Brake Released,Proximity Switch,Shiploader 3 Potash Spout Hoist Motor 1 Brake Released Proximity Switch,,SL3-SP2-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BH-RCP1,,,,,,,,
606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,A,SL3,SP,2,,,,,ZLS,1,SL3-SP2-ZLS1,Limit Switch ,Shiploader 3,Potash Spout,Carrier,Material Detection,Limit Switch 1,Shiploader 3 Potash Spout Carrier Material Detection Limit Switch 1,,SL3-SP2-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
608,A,SL3,SP,2,,,,,ZLS,2,SL3-SP2-ZLS2,Limit Switch ,Shiploader 3,Potash Spout,Carrier,Material Detection,Limit Switch 2,Shiploader 3 Potash Spout Carrier Material Detection Limit Switch 2,,SL3-SP2-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
609,A,SL3,SP,2,,,,,ZLS,3,SL3-SP2-ZLS3,Limit Switch ,Shiploader 3,Potash Spout,Head Chute,Material Detection,Limit Switch,Shiploader 3 Potash Spout Head Chute Material Detection Limit Switch,,SL3-SP2-RCP1,DI,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
610,D,SL3,SP,2,,,,,ZLS,4,SL3-SP2-ZLS4,Limit Switch ,Shiploader 3,Potash Spout,Chute,Fully Retracted,Cam Switch (Winch High),Shiploader 3 Potash Spout Chute Fully Retracted Cam Switch (Winch High),,SL3-SP2-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
611,D,SL3,SP,2,,,,,ZLS,5,SL3-SP2-ZLS5,Limit Switch ,Shiploader 3,Potash Spout,Chute,Fully Extended,Cam Switch (Winch Low),Shiploader 3 Potash Spout Chute Fully Extended Cam Switch (Winch Low),,SL3-SP2-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
612,D,SL3,SP,2,,,,,ZLS,6,SL3-SP2-ZLS6,Limit Switch ,Shiploader 3,Potash Spout,Winch,Ultimate High,Lever Position Switch,Shiploader 3 Potash Spout Winch Ultimate High Lever Position Switch,,SL3-SP2-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
613,D,SL3,SP,2,,,,,ZLS,7,SL3-SP2-ZLS7,Limit Switch ,Shiploader 3,Potash Spout,Slack Rope,,Limit Switch,Shiploader 3 Potash Spout Slack Rope Limit Switch,,SL3-SP2-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
614,D,SL3,SP,2,,,,,ZLS,8,SL3-SP2-ZLS8,Limit Switch ,Shiploader 3,Potash Spout,Carrier,Collision Detection,Tilt Switch,Shiploader 3 Potash Spout Carrier Collision Detection Tilt Switch,,SL3-SP2-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
615,D,SL3,SP,2,,,,,ZLS,9,SL3-SP2-ZLS9,Limit Switch ,Shiploader 3,Potash Spout,Carrier,Collision Detection,Tilt Switch,Shiploader 3 Potash Spout Carrier Collision Detection Tilt Switch,,SL3-SP2-RCP1,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,A,SL3,SP,2,,,,,WE,1,SL3-SP2-WE1,"Weight Element (Load Cell, Strain Gauge, Toque Sensor) ",Shiploader 3,Potash Spout,Cascade Cones Strop 1,,Strain Gauge,Shiploader 3 Potash Spout Cascade Cones Strop 1 Strain Gauge,,SL3-SP2-RCP1,"4-20 mA, 2DI",VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
618,A,SL3,SP,2,,,,,WE,2,SL3-SP2-WE2,"Weight Element (Load Cell, Strain Gauge, Toque Sensor) ",Shiploader 3,Potash Spout,Cascade Cones Strop 2,,Strain Gauge,Shiploader 3 Potash Spout Cascade Cones Strop 2 Strain Gauge,,SL3-SP2-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
619,A,SL3,SP,2,,,,,WE,3,SL3-SP2-WE3,"Weight Element (Load Cell, Strain Gauge, Toque Sensor) ",Shiploader 3,Potash Spout,Cascade Cones Strop 3,,Strain Gauge,Shiploader 3 Potash Spout Cascade Cones Strop 3 Strain Gauge,,SL3-SP2-RCP1,,VENDOR,,,,,,,,,,,,,Y,SL3-BC-RCP1,,,,,,,,
620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,Dedusting Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,B,SL3,C,,,,,,ZLS,1,SL3-C-ZLS1,Limit Switch ,Shiploader 3,Dedusting Unit,Valve Position,Open,Limit Switch,Shiploader 3 Dedusting Unit Valve Position Open Limit Switch,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
623,B,SL3,C,,,,,,ZLS,2,SL3-C-ZLS2,Limit Switch ,Shiploader 3,Dedusting Unit,Valve Position,Close,Limit Switch,Shiploader 3 Dedusting Unit Valve Position Close Limit Switch,,,DI,VENDOR,,,,,,,,,,,,,,,,,,,,,,
624,B,SL3,C,,,,,,PT,1,SL3-C-PT1,Pressure Transmitter,Shiploader 3,Dedusting Unit,Air,Pressure,Transmitter,Shiploader 3 Dedusting Unit Air Pressure Transmitter,,,4-20 mA,VENDOR,,,,,,,,,,,,,,,,,,,,,,
625,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,,,,,,,,,,,,,Washdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,B,SL3,WD,1,,,,,PT,1,SL3-WD1-PT1,Pressure Transmitter,Shiploader 3,Washdown Water,,Pressure ,Transmitter,Shiploader 3 Washdown Water Pressure  Transmitter,,,4-20 mA,VENDOR,,,,,,,,,,,,,,,,,,,,,,
628,B,SL3,WD,1,,,,,LT,1,SL3-WD1-LT1,Level Transmitter (Ultrasonic that give 4-20mA output) ,Shiploader 3,Washdown Water,,Level,Transmitter,Shiploader 3 Washdown Water Level Transmitter,,,4-20 mA,VENDOR,,,,,,,,,,,,,,,,,,,,,,
629,D,SL3,PD,,,,,,PIT,01,SL3-PD-PIT01,Pressure Transmitter with Local Indicator ,Shiploader 3,Pivot Deck Washdown,Pressure Transducer, Supply pressure,,Shiploader 3 Pivot Deck Washdown Pressure Transducer  Supply pressure,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
630,,SL3,PD,,,,,,FS,01,SL3-PD-FS01,Filter Blocked Switch,Shiploader 3,Pivot Deck Washdown,Flow Switch,Supply ,,Shiploader 3 Pivot Deck Washdown Flow Switch Supply ,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
631,,SL3,PD,,,,,,SV,021,SL3-PD-SV021,"Solenoid Valve, Control Valve ",Shiploader 3,Pivot Deck Washdown,Solenoid,System Drain Valve,,Shiploader 3 Pivot Deck Washdown Solenoid System Drain Valve,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
632,,SL3,PD,,,,,,MOV,01,SL3-PD-MOV01,Motor Operated Valve,Shiploader 3,Pivot Deck Washdown,Motorized Drain Valve, System Drain Valve,,Shiploader 3 Pivot Deck Washdown Motorized Drain Valve  System Drain Valve,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
633,,SL3,PD,,,,,,BV,01,SL3-PD-BV01,Ball Valve with Feedback,Shiploader 3,Pivot Deck Washdown,Ball Valve Normally Open,Manual Bypass,,Shiploader 3 Pivot Deck Washdown Ball Valve Normally Open Manual Bypass,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
634,,SL3,PD,,,,,,BV,02,SL3-PD-BV02,Ball Valve with Feedback,Shiploader 3,Pivot Deck Washdown,Ball Valve Normally Open,Manual Bypass,,Shiploader 3 Pivot Deck Washdown Ball Valve Normally Open Manual Bypass,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
635,,SL3,PD,,,,,,BV,03,SL3-PD-BV03,Ball Valve with Feedback,Shiploader 3,Pivot Deck Washdown,Ball Valve Normally Close,Manual Bypass,,Shiploader 3 Pivot Deck Washdown Ball Valve Normally Close Manual Bypass,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,SL3,WD,,,,,,SV,23,SL3-WD-SV23,"Solenoid Valve, Control Valve ",Shiploader 3,Belt Washbox,Solenoid, Belt wash box supply,,Shiploader 3 Belt Washbox Solenoid  Belt wash box supply,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
638,,SL3,WD,,,,,,SV,22,SL3-WD-SV22,"Solenoid Valve, Control Valve ",Shiploader 3,Belt Washbox,Solenoid,Flush Washout,,Shiploader 3 Belt Washbox Solenoid Flush Washout,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
639,,SL3,WD,,,,,,SV,01,SL3-WD-SV01,"Solenoid Valve, Control Valve ",Shiploader 3,Belt Washbox,Air Tensioner,Ssolenoid valve (3 Way),,Shiploader 3 Belt Washbox Air Tensioner Ssolenoid valve (3 Way),,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
640,,SL3,WD,,,,,,PIT,01,SL3-WD-PIT01,,Shiploader 3,Belt Washbox,Pressure Transducer,Air supply,,Shiploader 3 Belt Washbox Pressure Transducer Air supply,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,SL3,BR,,,,,,SV,01,SL3-BR-SV01,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,Zone 1-X,,Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-X,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
643,,SL3,BR,,,,,,SV,02,SL3-BR-SV02,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,Zone 1-X,,Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-X,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
644,,SL3,BR,,,,,,SV,03,SL3-BR-SV03,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,Zone 1-Y,,Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-Y,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
645,,SL3,BR,,,,,,SV,04,SL3-BR-SV04,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-X, 1-W",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-X, 1-W",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
646,,SL3,BR,,,,,,SV,05,SL3-BR-SV05,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-X, 1-W",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-X, 1-W",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
647,,SL3,BR,,,,,,SV,06,SL3-BR-SV06,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-X, 1-W",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-X, 1-W",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
648,,SL3,BR,,,,,,SV,07,SL3-BR-SV07,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-W, 1-V",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-W, 1-V",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
649,,SL3,BR,,,,,,SV,08,SL3-BR-SV08,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-W, 1-V",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-W, 1-V",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
650,,SL3,BR,,,,,,SV,09,SL3-BR-SV09,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-V, 1-U",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-V, 1-U",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
651,,SL3,BR,,,,,,SV,10,SL3-BR-SV10,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-V, 1-U",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-V, 1-U",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
652,,SL3,BR,,,,,,SV,11,SL3-BR-SV11,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-U, 1-T",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-U, 1-T",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
653,,SL3,BR,,,,,,SV,12,SL3-BR-SV12,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-U, 1-T",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-U, 1-T",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
654,,SL3,BR,,,,,,SV,13,SL3-BR-SV13,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-T, 1-S",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-T, 1-S",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
655,,SL3,BR,,,,,,SV,14,SL3-BR-SV14,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-T, 1-S",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-T, 1-S",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
656,,SL3,BR,,,,,,SV,15,SL3-BR-SV15,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-S, 1-R",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-S, 1-R",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
657,,SL3,BR,,,,,,SV,16,SL3-BR-SV16,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-S, 1-R",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-S, 1-R",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
658,,SL3,BR,,,,,,SV,17,SL3-BR-SV17,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-R, 1-Q",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-R, 1-Q",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
659,,SL3,BR,,,,,,SV,18,SL3-BR-SV18,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,"Zone 1-R, 1-Q",,"Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-R, 1-Q",,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
660,,SL3,BR,,,,,,SV,19,SL3-BR-SV19,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,Zone 1-Q,,Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-Q,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
661,,SL3,BR,,,,,,SV,20,SL3-BR-SV20,"Solenoid Valve, Control Valve ",Shiploader 3,Bridge Washdown,Nozzle Spray,Zone 1-P,,Shiploader 3 Bridge Washdown Nozzle Spray Zone 1-P,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
662,,SL3,BR,,,,,,BV,04,SL3-BR-BV04,Ball Valve with Feedback,Shiploader 3,Bridge Washdown,Ball Valve Normally Open,Supply to Bridge,,Shiploader 3 Bridge Washdown Ball Valve Normally Open Supply to Bridge,,SL3-MEH-ACP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,SL3,SH,,,,,,ZLS,01,SL3-SH-ZLS01,Limit Switch ,Shiploader 3,Shuttle (Carriage) Washdown,Limit switch,for camlock connection,,Shiploader 3 Shuttle (Carriage) Washdown Limit switch for camlock connection,,SL3-BH-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
665,,SL3,SH,,,,,,SV,01,SL3-SH-SV01,"Solenoid Valve, Control Valve ",Shiploader 3,Shuttle (Carriage) Washdown,Nozzle Spray,Zone 1-O,,Shiploader 3 Shuttle (Carriage) Washdown Nozzle Spray Zone 1-O,,SL3-BH-RCP1,,VENDOR,,,,,,,,,,,,,,,,,,,,,,
